identifier,VIP
3.80_983.89,0.6268344149883
0.20_740.46,0.626630508944589
1.39_803.55,0.626115687695021
0.19_215.03,0.62516788628023
1.87_871.53,0.625077622382985
1.76_868.58,0.622991667822098
LPS 18:0 ,0.622601061061583
0.29_205.11,0.622469195013443
0.69_580.36,0.621719154369065
1.19_444.38,0.620801675839488
0.19_297.07,0.620635446549246
TG 48:0 ,0.620628464891376
3.82_893.84,0.620553470227482
LPE-N (FA)40:6|LPE-N (FA 20:3)20:3,0.619744611308852
0.62_504.35,0.619448315684974
1.38_769.55,0.619299475487762
0.18_154.05,0.619182326444677
2.29_852.64,0.619161177998587
1.19_612.50,0.618888356245788
3.91_977.94,0.618659368543755
PC 34:4|PC 16:2_18:2,0.618652839441083
1.72_649.52,0.618434489404684
PC 39:5 Isomer B,0.617047715692699
PE-O 18:1_22:6 ,0.616794960306817
0.27_322.19,0.615095145142033
0.20_173.01,0.615061129862791
2.09_744.57,0.615060913446798
2.16_734.56,0.615017367481725
1.12_452.40,0.614987866964148
0.29_183.13,0.61477129696916
2.96_703.53,0.613607093400105
4.45_976.94,0.612676692642892
2.00_708.57,0.611743434714566
2.12_707.53,0.611182728824397
0.19_566.16,0.611136981757509
2.02_590.60,0.610740347630613
3.99_986.93,0.610396129179067
2.46_624.61,0.60962353808379
3.24_759.62,0.609201324094775
2.25_700.57,0.609190209230603
1.82_818.57,0.607257822405536
2.26_780.53,0.605914957511333
2.54_475.41,0.605514116703284
PE 42:10 Isomer A,0.604742651304794
4.54_369.35,0.604541763222096
2.06_512.49,0.604524427022321
1.78_894.56,0.602564105461851
2.48_808.56,0.60021206733199
Cer d46:1 ,0.599894589366093
PC 21:4 ,0.599690210069963
0.18_260.02,0.598621591823691
1.88_437.80,0.596338702993136
0.95_394.35,0.596229506671291
4.05_869.77,0.59606069047248
1.71_894.60,0.596006793675167
1.90_686.56,0.595785630746634
1.81_562.56,0.594861508825917
0.19_220.16,0.594248518478457
1.90_743.58,0.593720541186467
PI 36:4 ,0.593594559105198
PC 39:4 ,0.593136908532905
1.71_846.57,0.592092215572113
2.43_766.59,0.59112983382724
0.19_182.08,0.591054383485738
SM d38:2 Isomer A,0.590981152385059
FA 18:2+2O ,0.588606859601672
2.74_659.52,0.588107476103139
0.19_151.14,0.58808055003599
SM d30:1 ,0.586385094560113
4.82_460.32,0.586167852733502
3.92_909.88,0.585914882914144
4.26_888.85,0.585804806099469
1.95_844.54,0.585260955146017
1.88_710.61,0.584804844629014
3.88_1022.93,0.584734562421267
0.18_138.07,0.583366592356078
CAR 14:1 ,0.583290962549657
1.76_806.50,0.582210456518539
4.06_912.77,0.581985919639444
0.19_525.29,0.581871267828093
3.52_801.81,0.581132573860556
1.69_429.37,0.580718907234293
1.02_430.39,0.580311498783121
4.12_895.84,0.580115498451429
3.99_871.71,0.579995269014646
TG 52:0 ,0.579214108364066
3.60_760.62,0.578074570678359
PE O-40:5 Isomer B ,0.577306868267824
3.87_996.91,0.57715462444298
0.18_270.04,0.576985494458239
1.41_637.47,0.576975128075359
1.74_895.53,0.576865947788559
0.20_409.19,0.576607446792712
PC 16:0/9:0 CHO ,0.57609626602263
2.29_868.62,0.575816112120232
0.96_286.25,0.575757232240938
1.88_840.55,0.575094465418578
FA 24:0(2OH),0.574410668713245
2.21_842.55,0.574010899312779
4.36_934.88,0.573416232010366
0.20_176.09,0.573253328763886
0.21_387.03,0.571709977769209
0.28_126.10,0.570913605233506
1.88_874.60,0.570165144783405
1.20_594.41,0.569448589572811
1.88_696.54,0.569243684618164
1.64_790.54,0.568557833571838
0.22_198.12,0.567061652697118
PC 42:5 ,0.566566352949533
1.71_423.79,0.56644670047614
3.17_930.85,0.565776420369767
1.88_688.52,0.564358297899379
1.94_759.52,0.563673803995846
3.80_856.78,0.562591328318984
2.13_1532.07,0.562488596357446
2.07_724.49,0.562156682791025
0.25_292.18,0.56155093825531
TG 50:4 ,0.560294413314384
0.41_245.05,0.560014202626047
2.58_828.65,0.558663962436556
4.00_873.73,0.558603979581504
0.31_200.24,0.558032091886158
3.52_910.80,0.557040405773511
TG 49:0 ,0.556319706428766
2.24_971.77,0.554901336144615
0.35_397.27,0.554786799378928
3.57_929.84,0.554243480342261
0.30_381.13,0.552226987074964
3.54_902.84,0.551462611657874
2.24_874.58,0.550854900650572
3.91_899.81,0.548085234254374
4.40_948.90,0.545184766816386
3.90_537.54,0.543622473364507
FAHFA 26:0 ,0.543460184897563
4.12_1026.95,0.54317974640978
2.13_1554.06,0.541935696338096
1.81_613.55,0.540796012417268
3.72_940.83,0.540731385010456
PC 40:4 Isomer C,0.53944768458348
1.11_496.42,0.538847898353464
Cer d34:2 ,0.538304389381473
1.78_794.50,0.537996679247552
PE 16:0_16::1 ,0.537168985176703
0.62_431.38,0.536953163412502
2.42_762.62,0.536742303941504
0.67_564.37,0.536190002853794
2.08_764.56,0.535671277975937
2.10_722.53,0.535601902592942
PC 40:4 Isomer B,0.534187850151924
3.99_934.87,0.533073385423888
4.05_1064.98,0.532636463272382
DG 45:7,0.531980011207973
0.24_217.09,0.531953883583022
2.00_430.38,0.531916767313502
FAHFA 38:4 ,0.530464045619527
0.20_204.12,0.529876266023107
Cer 60:4;O2|Cer 22:1;O2/38:3,0.529384096759825
1.28_620.43,0.529228415724895
PC 35:1 Isomer B,0.528894518425437
arachidonoylthiophosphorylcholine ,0.528217668067085
3.45_623.50,0.527556140904097
3.99_855.73,0.526821724070854
2.28_1325.89,0.526461348312023
CAR 17:0,0.526337014966531
2.14_838.64,0.525937554335138
1.74_836.53,0.525852454444438
TG 44:0 ,0.524193526134802
SM d34:2 ,0.523781416706414
3.75_910.79,0.523754507871363
4.08_876.82,0.523506429506449
1.81_772.56,0.523465435501516
0.23_281.20,0.522296474465473
1.93_851.60,0.521925627192574
0.20_585.29,0.520760126470993
0.29_387.22,0.519116328168518
0.19_219.17,0.518752999702222
0.81_428.37,0.517598566551177
0.20_143.00,0.517016343370295
1.25_878.56,0.516545410278299
0.94_526.43,0.516350363352478
Cer 53:5;O2|Cer 15:2;O2/38:3,0.514805327954573
1.90_668.55,0.514196030142868
0.18_201.02,0.512726418601232
3.79_878.84,0.512056188245098
3.76_869.83,0.511715182156692
0.18_425.21,0.511693860545683
PC 32:5|PC 10:0_22:5,0.511582706389215
2.04_864.56,0.510868190996378
TG 46:2 ,0.50952494307626
PC 26:1,0.508961438928118
0.23_219.08,0.508921785321318
0.93_570.46,0.508433339701926
0.18_218.05,0.507799640335542
TG 53:1 ,0.506720955804444
3.59_868.82,0.506518413025072
1.89_866.57,0.506261924117252
TG 49:2|TG 15:0_17:1_17:1,0.505241615663609
0.18_281.15,0.504879076271114
0.31_221.08,0.504311753255098
LPC 16:0 ,0.503745222587949
0.42_528.27,0.503546451051566
1.92_862.60,0.502462363109723
0.20_327.20,0.501946652965679
FA 19:1 ,0.501574157273143
2.11_975.77,0.501463997903484
1.96_718.55,0.501160833456424
TG 58:5 ,0.499906237817827
0.87_360.36,0.499605685624495
PC 36:4 Isomer C ,0.499237869856854
0.19_217.11,0.499062166083694
DG 50:9,0.498284855093055
0.18_257.06,0.497790819259922
0.22_181.11,0.49777340228665
1.53_662.47,0.49759735865601
3.95_1009.98,0.496222800905753
0.32_245.05,0.495825286870262
0.22_305.02,0.4951964115502
2.33_973.78,0.495041564640664
3.84_797.73,0.493889659890299
0.19_388.25,0.49364152387626
0.44_434.33,0.493339795804513
0.20_321.14,0.493240534720706
0.19_415.25,0.493075583476923
3.99_924.78,0.492781028600901
0.87_440.37,0.492111035471806
0.59_332.33,0.492093832189024
1.89_735.50,0.491751315363546
0.34_216.03,0.49143375089238
0.20_129.10,0.491286597881757
4.18_913.77,0.48957684808657
0.18_234.04,0.489361040605171
0.22_110.07,0.488530906895167
2.19_608.61,0.488377314932972
3.54_870.76,0.488105114444531
3.68_891.81,0.48644183760553
PC 37:2 Isomer B,0.486346628004274
0.70_402.36,0.48182329915119
4.35_986.92,0.480632409575583
0.23_301.01,0.479489678620484
0.20_349.18,0.478505150786791
2.02_876.61,0.478255496686658
3.44_645.49,0.477938740352099
1.87_798.57,0.477026539764287
(Z)-9,12,13-trihydroxyoctadec-15-enoic acid ,0.475696311564275
3.99_918.86,0.474665952537092
0.76_428.37,0.474612491488087
PC 24:0 ,0.474155671753376
SM 41:3;3O ,0.473611750007368
0.93_614.49,0.472987174653979
2.04_838.58,0.471908318783426
2.47_836.62,0.4716560366632
0.20_239.16,0.470419869745007
FA 18:1+2O ,0.470064366926602
TG 60:2|TG 16:0_20:1_24:1,0.469908073620658
4.37_992.95,0.469426552272251
TG 18:0_18:1_22:0 ,0.469095515301033
4.82_484.29,0.469010901605684
HexCer 42:9;O4,0.46775259066171
PC 37:4 ,0.467535875954029
3.15_904.83,0.466649264691778
3.34_958.88,0.465343934090748
0.20_128.11,0.464076629143198
1.67_664.49,0.463820824960618
PC 35:4 Isomer A,0.463036272528664
3.79_970.88,0.460688013247855
1.60_509.33,0.460455148058951
PC O-38:7|PC O-20:5_18:2,0.460266667549409
1.23_465.30,0.459721048494485
3.83_903.81,0.459037376240943
3.59_855.82,0.458770058533401
2.27_778.59,0.457134859363243
0.27_302.24,0.455754018602867
PI 34:2 Isomer A ,0.453760497772535
3.78_919.83,0.453478076390105
3.46_934.88,0.452087989434469
1.25_510.44,0.45179299585478
3.32_932.87,0.45151470708624
1.49_636.46,0.451126952534291
2.32_975.78,0.448744549120373
2.74_788.65,0.448628446098152
PC O-16:0_20:4 ,0.447635317286861
3.69_926.82,0.445540497680415
3.55_964.84,0.445419467192275
PC 26:0|PC 10:0_16:0,0.445380855620336
3.95_872.75,0.445370924309102
0.66_438.36,0.444961252389881
0.19_255.04,0.4446551821399
PC 22:4 ,0.443806874188017
CAR 15:0,0.442094955522297
Cholesterol ,0.441544024351705
NAE 5:0,0.439263697521113
2.22_781.59,0.439017636948589
4.17_563.55,0.438904431628743
2.13_541.65,0.43825836809698
3.95_1018.99,0.436238904057564
0.68_284.33,0.435068301431408
TG 48:2 ,0.43492447827298
0.21_471.03,0.433760275720157
0.20_203.15,0.433194992488517
4.30_1031.01,0.432146747626246
0.19_449.07,0.431562002229319
1.88_750.52,0.430079403081345
PI 34:1 Isomer A ,0.427478613822709
0.81_416.37,0.427073329915356
0.20_158.11,0.427056688020711
0.50_476.36,0.426267528064282
0.20_256.17,0.424343389061117
1.70_876.56,0.422200332096496
1.97_902.61,0.421557447430802
1.11_540.45,0.4200240172023
3.83_912.81,0.41977651548572
2.28_738.54,0.419628813825711
0.19_139.05,0.419283750091952
1.89_701.55,0.419011350746161
0.19_569.32,0.41887945008373
1.10_584.47,0.418613830967746
0.19_666.11,0.417498431193985
2.19_961.81,0.416212429324005
2.40_846.64,0.416121975519208
2.29_798.55,0.414904066380159
4.54_1129.10,0.413336981709053
Cer 59:7;O2|Cer 27:1;O2/32:6,0.413192931866014
1.91_770.55,0.412215919271295
0.22_363.20,0.410532234955362
3.84_904.83,0.41028894215059
1.35_435.79,0.409623522199792
4.00_825.76,0.40812237236432
2.82_859.25,0.40791132511792
3.83_866.82,0.407165850915058
TG 55:3 ,0.40642836410489
3.72_928.82,0.405827825458331
0.18_166.02,0.405495841116559
3.67_884.78,0.404474385251486
0.62_374.30,0.40436759799228
4.37_908.86,0.403041862316563
1.09_628.50,0.401330314130159
TG 46:0 ,0.400472737680893
4.37_978.94,0.400122937747764
FA 30:0 ,0.398202146996004
1.89_708.52,0.397772496633557
0.30_258.28,0.397200159121977
0.30_268.26,0.397113969157661
2.00_672.54,0.396623900231284
2.22_769.57,0.395411996068415
0.19_191.15,0.395252720044259
2.15_811.58,0.393145916846998
1.31_608.43,0.392262031166726
3.32_857.75,0.39195834828204
1.24_962.74,0.39157803730926
TG 53:7,0.391366718053361
1.37_634.45,0.391330123188102
1.26_874.56,0.390750619438122
0.22_336.32,0.390677794779274
4.35_960.90,0.389274071577422
GlcADG 37:3 ,0.388759078087544
0.20_344.23,0.387797101257194
TG 8:0_10:0_18:1 ,0.387095800441069
0.18_244.08,0.385806793168807
4.44_1023.00,0.385597539212715
0.20_471.05,0.384783205292987
2.30_752.52,0.384388851403752
1.75_677.55,0.384361150043177
1.52_632.47,0.382898149466385
0.21_298.04,0.380742178038318
2.02_846.57,0.379269145228432
PC 40:8;O|PC 20:5_20:3;O,0.379119348394332
1.56_870.57,0.376166150818373
1.25_554.46,0.375955957465314
2.03_902.63,0.374769368969882
CAR 12:0 ,0.374365509961235
13-HODE ,0.373301602831273
0.81_572.45,0.373134909864874
0.53_216.03,0.371899263865443
DG 39:7,0.369841237074592
3.93_887.76,0.369337648292017
3.36_822.76,0.368784531070922
0.19_283.16,0.368571621756348
SM 38:4;O2|SM 23:2;O2/15:2,0.368160144517458
TG 58:6|TG 18:2_18:2_22:2,0.365463535966311
0.20_363.03,0.364043122482484
1.49_674.48,0.363789864789301
3.72_575.50,0.362798974128216
1.24_598.49,0.361505610867572
1.51_706.47,0.361469927036302
0.20_455.06,0.361384209053615
2.25_560.46,0.361264007129029
1.96_900.61,0.361056060533611
TG 55:1;O2|TG 18:0_20:1_17:0;O2,0.360188218179746
0.20_208.99,0.357468379791654
PC 35:5,0.356405263321983
1.21_568.48,0.355289456917009
0.19_341.05,0.35497864347619
0.20_106.04,0.354922781792856
3.70_836.76,0.353704490917414
0.25_235.07,0.351743167828269
1.75_834.56,0.349565632377077
2.29_754.53,0.348039322648049
2.09_692.58,0.346703430077515
1.64_791.54,0.34542130129345
PC 24:0|PC 10:0_14:0,0.345114176775465
0.20_216.04,0.344763475708741
1.08_672.52,0.344229661345537
4.41_1006.97,0.343636567445002
1.84_848.58,0.342636856544124
3.81_835.74,0.34200656771557
0.20_232.03,0.341129537679251
0.20_142.12,0.341016117826174
PC 28:0 ,0.340443014283913
2.83_750.41,0.339391270148884
FA 18:1 (oleic acid) ,0.339235749504235
0.19_134.11,0.339223445780423
Cer d33:1 ,0.335884118977793
PC O-39:10,0.335427999566469
2.17_763.55,0.334281050919054
0.46_374.33,0.334109863034943
0.23_224.19,0.333866041537003
0.22_271.14,0.331885001304146
PC 29:0 ,0.328839659319676
0.42_526.26,0.328778392192146
2.06_884.58,0.328197349949904
0.19_650.12,0.326985904371169
0.19_305.15,0.326207617770708
0.19_433.08,0.326030687630353
0.20_136.08,0.325999768682589
3.99_920.87,0.324930909894128
0.31_429.16,0.323949675772409
2.11_554.48,0.322625522306005
0.19_387.20,0.322375346653186
0.53_332.33,0.321513509636881
3.67_838.78,0.31954755849771
4.16_960.91,0.319071424042284
3.91_568.52,0.317852025091224
0.23_276.20,0.317586260064284
2.03_994.85,0.316466347594336
0.19_541.26,0.315685926348496
0.21_1137.04,0.312206047290723
0.19_363.20,0.311910628474821
PE 42:10 Isomer B,0.311832693682955
1.89_872.58,0.311477293569671
1.78_872.58,0.311345051050918
0.20_195.12,0.310995283323475
1.21_774.59,0.310835875418279
1.45_632.46,0.310360257555142
2.28_791.56,0.310221106958307
TG O-50:1|TG O-17:0_15:0_18:1,0.308398086763458
SM 38:1;O2|SM 16:1;O2/22:0,0.307911394612885
2.45_890.67,0.304264210015951
2.50_780.56,0.302912903262032
4.08_1032.99,0.302787068090193
0.19_349.18,0.301790326085861
1.72_714.59,0.301144510365719
0.20_234.02,0.300063676130033
2.11_546.45,0.299167545757624
4.07_878.82,0.299053112377169
4.50_705.65,0.297896390309632
0.20_300.20,0.296787314276566
0.19_577.37,0.29648612822571
0.49_258.28,0.29642028825007
0.18_196.10,0.293992906286966
0.20_207.20,0.292431600392695
1.28_1020.78,0.291995490295032
0.19_628.18,0.290595226876465
2.92_677.51,0.28975372797365
0.26_189.16,0.289625902599383
0.19_373.18,0.288935174389459
2.00_740.60,0.288539202702011
0.99_788.61,0.28849720206458
4.30_1004.96,0.287684672714521
0.26_152.07,0.287114868279601
1.88_727.53,0.28457062497061
1.18_518.37,0.28066712456576
3.47_926.82,0.280167402814868
1.07_716.55,0.279980065930485
1.67_810.51,0.279623231043343
0.19_550.15,0.278587870492778
2.33_745.61,0.278002015482571
0.18_261.18,0.276815159504716
3.99_970.90,0.276645911446376
0.19_229.16,0.276328659186856
1.35_870.56,0.275999852200016
2.11_571.47,0.275077306721811
4.15_1006.92,0.27244425984012
SM 35:4;O2,0.272220819715145
2.63_662.57,0.27181536621989
1.30_876.58,0.271556634239111
0.41_628.33,0.269225229969999
4.17_1022.96,0.26870367588704
3.57_911.82,0.267414899708839
1.22_730.56,0.265583474099822
FA 22:1 (erucic acid) ,0.264320534389377
1.99_530.43,0.264064798372978
0.20_152.07,0.26398809259819
0.18_435.09,0.263846498563626
1.90_873.57,0.263741813212368
2.19_983.86,0.263499634498365
0.19_347.16,0.260749897918572
0.18_258.04,0.260611397716672
4.13_983.89,0.260325615638874
0.29_416.35,0.259937333934544
1.90_692.56,0.259922991822465
PE 40:10,0.258370103158985
PC 35:4 Isomer B,0.257829411917564
3.85_919.85,0.255716789467226
2.22_754.58,0.255052412985187
0.23_207.16,0.254066592050148
0.20_365.17,0.25332057761115
Cer 32:1;2O|Cer 14:1;O2/18:0,0.253278478640356
4.22_920.87,0.253097444280047
0.20_293.09,0.251201750583444
0.71_326.38,0.249321910743392
TG 60:1 ,0.247280588839997
0.29_159.16,0.241887436083999
2.04_848.58,0.23599957641044
PEtOH 16:0_20:4 ,0.233423282218007
0.21_206.01,0.233221649377918
4.23_876.82,0.232941276461335
0.18_457.07,0.230819723725487
DG 51:8,0.230570812876952
4.07_880.84,0.229038542668305
0.26_263.08,0.228788710858461
2.91_740.68,0.226556636047198
1.13_226.18,0.226364796723297
0.19_558.09,0.225970597435624
2.17_850.63,0.225800031230189
PC O-29:0,0.225199088476921
4.46_1049.02,0.223147342708119
4.07_977.93,0.223014695428616
4.25_603.54,0.22198496346606
1.20_365.32,0.217417164666529
2.24_850.57,0.217248593843046
1.78_436.80,0.216648473265037
Cer d32:1 ,0.214092840721166
1.56_435.79,0.213197557256082
2.01_797.58,0.206587863920494
3.55_936.83,0.206244541166898
1.23_686.54,0.206087202320593
0.18_375.20,0.203782821585398
0.41_570.32,0.203758763150618
0.19_371.23,0.202520753668355
1.23_642.52,0.198397352726044
PC 39:9,0.196546441929816
0.19_391.19,0.196281154361638
2.25_824.58,0.193975841929524
1.50_422.78,0.193737559365447
0.33_230.25,0.193052469675946
0.19_415.19,0.191912808344539
1.49_397.33,0.191176168500016
PC 41:10|PC 19:4_22:6,0.191056403321301
3.99_946.89,0.187444731621848
LPC 20:2 ,0.187085985339151
1.68_872.54,0.186332981716913
LPC 18:1 ,0.182808547903177
0.24_401.21,0.180341222451858
1.54_599.43,0.177779448722497
0.24_216.03,0.177527939991843
0.19_154.09,0.175355232904095
1.96_450.81,0.173183742636823
1.18_602.46,0.171166226442589
2.42_861.64,0.170578852752638
0.19_211.13,0.169785314167037
0.19_399.20,0.16936455069744
3.43_912.80,0.165776317394335
0.22_183.08,0.165707794344147
4.23_952.88,0.1639655823496
2.19_939.82,0.162341580631884
2.45_752.57,0.158526986361262
0.28_300.20,0.157250466748131
0.18_219.04,0.155218468916227
0.19_361.18,0.151092608264504
1.74_770.48,0.150929411340998
3.57_830.73,0.1473061280441
4.10_960.91,0.145155439541468
0.20_365.15,0.142094042751761
0.18_401.21,0.140093320756927
SM d31:1 ,0.137587784727199
0.56_338.34,0.136733066616927
3.98_940.83,0.133949407924332
4.16_1026.97,0.132313393034638
LPC 20:1 ,0.131066927184653
1.71_770.48,0.125103151577471
1.88_930.59,0.119962389440821
0.19_145.12,0.117760433149784
0.23_375.20,0.11705503457229
1.97_741.53,0.116646452158363
0.65_580.36,0.112625855735038
1.96_802.55,0.110804653016997
1.75_898.56,0.106058117172295
0.19_385.18,0.103170829567146
2.11_568.54,0.0945138905629976
0.26_227.00,0.0886312748563337
PC 41:9,0.0886265620248375
1.90_858.60,0.0883436012547136
2.12_789.55,0.0836407475085268
0.23_377.21,0.0806066738569886
2.08_824.61,0.0715371550166956
1.29_844.55,0.0683153039766617
0.19_359.16,0.0666795432145388
2.31_850.63,0.0653046932349816
1.28_519.41,0.061191176402184
1.30_422.78,0.0608702106640038
0.19_371.16,0.0601618262789143
0.20_246.04,0.0592957052666715
1.56_587.43,0.0261358464247024
